"tagfield","liblibrarian","libopac","repeatable","mandatory","important","authorised_value","ind1_defaultvalue","ind2_defaultvalue","frameworkcode"
"699","s","النسخة","النسخة","0","0","0","","6","","","","0","-6","BKA","","","","9999","0"
"699","t","عنوان العمل","عنوان العمل","0","0","0","","6","","","","0","-6","BKA","","","","9999","0"
"699","v","التقسيم الفرعي الشكلي","التقسيم الفرعي الشكلي","1","0","0","","6","","","","0","-6","BKA","","","","9999","0"
"699","x","التقسيم الفرعي العام","التقسيم الفرعي العام","1","0","0","","6","","","","0","-6","BKA","","","","9999","0"
"699","y","التقسيم الفرعي الزمني","التقسيم الفرعي الزمني","1","0","0","","6","","","","0","-6","BKA","","","","9999","0"
"700","3","مواد محددة","مواد محددة","1","0","0","","7","","","","0","0","BKA","","","","9999","0"
"700","4","رمز الرابط","رمز الرابط","1","0","0","","7","","","","0","0","BKA","","","","9999","0"
"700","5","الهيئة التي ينطبق عليها الحقل","الهيئة التي ينطبق عليها الحقل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"700","6","الرابط","الرابط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"700","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"700","9","9 (RLIN)","9 (RLIN)","0","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"700","a","المدخل المعتمد","المدخل المعتمد","1","0","0","","7","","PERSO_NAME","","0","0","BKA","","","","9999","0"
"700","b","الترقيم","الترقيم","0","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"700","c","العنوان والكلمات الأخرى المصاحبة للاسم","العنوان والكلمات الأخرى المصاحبة للاسم","1","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"700","d","تاريخ ميلاد و / أو وفاة","التواريخ المصاحبة للاسم","1","0","0","","7","","","","0","0","BKA","","","","9999","0"
"700","f","تاريخ العمل","تاريخ العمل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"700","g","معلومات متنوعة","معلومات متنوعة","1","0","0","","7","","","","0","0","BKA","","","","9999","0"
"700","h","الوسيط","الوسيط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"700","j","مقيد النسب","مقيد النسب","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"700","k","الرأس الفرعي الشكلي","الرأس الفرعي الشكلي","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"700","l","لغة العمل","لغة العمل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"700","m","وسيط الاداء الصوتى","وسيط الاداء الصوتى","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"700","n","رقم الجزء/قسم العمل","رقم الجزء/قسم العمل","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"700","o","بيان التوزيع الموسيقي","بيان التوزيع الصوتى","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"700","p","اسم جزء/قسم العمل","اسم جزء/قسم العمل","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"700","q","الشكل الأكمل للاسم","الشكل الأكمل للاسم","1","0","0","","7","","","","0","0","BKA","","","","9999","0"
"700","r","مفتاح للصوت","مفتاح للصوت","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"700","s","النسخة","النسخة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"700","t","عنوان العمل","عنوان العمل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"700","u","الإنتساب","الإنتساب","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"700","x","الرقم الدولى المعيارى للدوريات","الرقم الدولى المعيارى للدوريات","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","a","الإسم الشخصى","الإسم الشخصى","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","b","الترقيم","الترقيم","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","c","العنوان والكلمات الأخرى المصاحبة للاسم","العنوان والكلمات الأخرى المصاحبة للاسم","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","d","التواريخ المصاحبة للاسم","التواريخ المصاحبة للاسم","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","e","الدور","الدور","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","f","تاريخ العمل","تاريخ العمل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","g","معلومات متنوعة","معلومات متنوعة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","h","الوسيط","الوسيط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","k","الرأس الفرعي الشكلي","الرأس الفرعي الشكلي","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","l","لغة العمل","لغة العمل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","m","وسيط الاداء الصوتى","وسيط الاداء الصوتى","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","n","رقم الجزء/قسم العمل","رقم الجزء/قسم العمل","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","o","بيان التوزيع الصوتى","بيان التوزيع الصوتى","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","p","اسم جزء/قسم العمل","اسم جزء/قسم العمل","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","r","مفتاح للصوت","مفتاح للصوت","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","s","النسخة","النسخة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"705","t","عنوان العمل","عنوان العمل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","3","مواد محددة","مواد محددة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","4","رمز الرابط","رمز الرابط","1","0","0","","7","","","","0","0","BKA","","","","9999","0"
"710","5","الهيئة التي ينطبق عليها الحقل","الهيئة التي ينطبق عليها الحقل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","6","الرابط","الرابط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","9","9 (RLIN)","9 (RLIN)","0","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"710","a","اسم الهيئة أو الاسم الرسمي","اسم الهيئة أو الاسم الرسمي","1","0","0","","7","","CORPO_NAME","","0","0","BKA","","","","9999","0"
"710","b","الهيئة الفرعية","الهيئة الفرعية","1","0","0","","7","","","","0","0","BKA","","","","9999","0"
"710","c","مكان الهيئة","مكان الهيئة","1","0","0","","7","","","","0","0","BKA","","","","9999","0"
"710","d","تاريخ الملتقى (متكرر)","تاريخ الملتقى (متكرر)","1","0","0","","7","","","","0","0","BKA","","","","9999","0"
"710","e","الدور","الدور","1","0","0","","7","","","","0","0","BKA","","","","9999","0"
"710","f","تاريخ العمل","تاريخ العمل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","g","معلومات متنوعة","معلومات متنوعة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","h","الوسيط","الوسيط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","k","الرأس الفرعي الشكلي","الرأس الفرعي الشكلي","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","l","لغة العمل","لغة العمل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","m","وسيط الاداء الصوتى","وسيط الاداء الصوتى","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","n","رقم الملتقى","رقم الملتقى","0","0","0","","7","","","","0","0","BKA","","","","9999","0"
"710","o","بيان التوزيع الصوتى","بيان التوزيع الصوتى","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","p","اسم جزء/قسم العمل","اسم جزء/قسم العمل","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","r","مفتاح للصوت","مفتاح للصوت","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","s","النسخة","النسخة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","t","عنوان العمل","عنوان العمل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","u","الإنتساب","الإنتساب","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"710","x","الرقم الدولى المعيارى للدوريات","الرقم الدولى المعيارى للدوريات","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"711","3","مواد محددة","مواد محددة","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"711","4","رمز الرابط","رمز الرابط","1","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"711","5","الهيئة التي ينطبق عليها الحقل","الهيئة التي ينطبق عليها الحقل","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"711","6","الرابط","الرابط","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"711","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"711","9","9 (RLIN)","9 (RLIN)","0","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"711","a","اسم المؤتمر أو اسم السلطة كمدخل","اسم المؤتمر أو اسم السلطة كمدخل","0","0","0","","7","","MEETI_NAME","","0","-1","BKA","","","","9999","0"
"711","b","رقم (BK CF MP MU SE VM MX) [مهمل]","رقم (BK CF MP MU SE VM MX) [مهمل]","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"711","c","موقع المؤتمر","موقع المؤتمر","1","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"711","d","تاريخ الاجتماع","تاريخ الاجتماع","0","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"711","e","وحده ملحقة","وحده ملحقة","1","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"711","f","تاريخ العمل","تاريخ العمل","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"711","g","معلومات متنوعة","معلومات متنوعة","1","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"711","h","الوسيط","الوسيط","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"711","j","الدور","الدور","1","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"711","k","الرأس الفرعي الشكلي","الرأس الفرعي الشكلي","1","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"711","l","لغة العمل","لغة العمل","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"711","n","رقم جزء/قسم/الاجتماع","رقم جزء/قسم/الاجتماع","1","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"711","p","اسم جزء/قسم العمل","اسم جزء/قسم العمل","1","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"711","q","اسم المؤتمر تابعا اسم السلطة كمدخل","اسم المؤتمر تابعا اسم السلطة كمدخل","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"711","s","النسخة","النسخة","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"711","t","عنوان العمل","عنوان العمل","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"711","u","الإنتساب","الإنتساب","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"711","x","الرقم الدولى المعيارى للدوريات","الرقم الدولى المعيارى للدوريات","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"715","%","% (RLIN)","% (RLIN)","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"715","a","اسم متعلّق بالشركات أو اسم سلطة قضائية","اسم متعلّق بالشركات أو اسم سلطة قضائية","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"715","b","وحده ملحقة","وحده ملحقة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"715","e","الدور","الدور","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"715","f","تاريخ العمل","تاريخ العمل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"715","g","معلومات متنوعة","معلومات متنوعة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"715","h","الوسيط","الوسيط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"715","k","الرأس الفرعي الشكلي","الرأس الفرعي الشكلي","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"715","l","لغة العمل","لغة العمل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"715","n","رقم جزء/قسم/الاجتماع","رقم جزء/قسم/الاجتماع","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"715","p","اسم جزء/قسم العمل","اسم جزء/قسم العمل","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"715","r","مفتاح للصوت","مفتاح للصوت","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"715","s","النسخة","النسخة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"715","t","عنوان العمل","عنوان العمل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"715","u","معلومات غير مطبوعة","معلومات غير مطبوعة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"720","4","رمز الرابط","رمز الرابط","1","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"720","6","الرابط","الرابط","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"720","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"720","a","الاسم","الاسم","0","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"720","e","الدور","الدور","1","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"730","3","مواد محددة","مواد محددة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"730","5","الهيئة التي ينطبق عليها الحقل","الهيئة التي ينطبق عليها الحقل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"730","6","الرابط","الرابط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"730","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"730","9","9 (RLIN)","9 (RLIN)","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"730","a","عنوان موحد","عنوان موحد","0","0","0","","7","","UNIF_TITLE","","0","-1","BKA","","","","9999","0"
"730","d","تاريخ توقيع المعاهده","تاريخ توقيع المعاهده","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"730","f","تاريخ العمل","تاريخ العمل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"730","g","معلومات متنوعة","معلومات متنوعة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"730","h","الوسيط","الوسيط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"730","k","الرأس الفرعي الشكلي","الرأس الفرعي الشكلي","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"730","l","لغة العمل","لغة العمل","0","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"730","m","وسيط الاداء الصوتى","وسيط الاداء الصوتى","1","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"730","n","رقم الجزء/قسم العمل","رقم الجزء/قسم العمل","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"730","o","بيان التوزيع الصوتى","بيان التوزيع الصوتى","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"730","p","اسم جزء/قسم العمل","اسم جزء/قسم العمل","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"730","r","مفتاح للصوت","مفتاح للصوت","0","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"730","s","النسخة","النسخة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"730","t","عنوان العمل","عنوان العمل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"730","x","الرقم الدولى المعيارى للدوريات","الرقم الدولى المعيارى للدوريات","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"740","5","الهيئة التي ينطبق عليها الحقل","الهيئة التي ينطبق عليها الحقل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"740","6","الرابط","الرابط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"740","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"740","a","العنوان التحليلي/ الرابط غير مقيد","العنوان التحليلي/ الرابط غير مقيد","0","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"740","h","الوسيط","الوسيط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"740","n","رقم الجزء/قسم العمل","رقم الجزء/قسم العمل","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"740","p","اسم جزء/قسم العمل","اسم جزء/قسم العمل","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"752","2","مصدر الرأس أو المصطلح","مصدر الرأس أو المصطلح","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"752","6","الرابط","الرابط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"752","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"752","a","البلد او الكيان الاكبر","البلد او الكيان الاكبر","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"752","b","الطلب الأول حكم قضائي","الطلب الأول حكم قضائي","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"752","c","سلطة قضائية وسطية","سلطة قضائية وسطية","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"752","d","المدينة","المدينة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"752","f","فرع المدينة","فرع المدينة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"752","g","الجهات الغير القضائية المناطق الجغرافية ، الخاصية","الجهات الغير القضائية المناطق الجغرافية ، الخاصية","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"752","h","منطقة من الفضاء الخارجي","منطقة من الفضاء الخارجي","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"753","6","الرابط","الرابط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"753","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"753","a","نوع وموديل الكمبيوتر","نوع وموديل الكمبيوتر","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"753","b","لغة العمل","لغة العمل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"753","c","نظام التشغيل","نظام التشغيل","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"754","2","مصدر محدد الصنف","مصدر محدد الصنف","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"754","6","الرابط","الرابط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"754","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"754","a","اسم الصنف","اسم الصنف","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"754","c","فئة الصنف","فئة الصنف","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"754","d","الاسم المعتاد أو البديل","الاسم المعتاد أو البديل","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"754","x","معلومات غير عامة","معلومات غير عامة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"754","z","تبصرة عامة","تبصرة عامة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"755","2","مصدر محدد الصنف","مصدر محدد الصنف","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"755","3","مواد محددة","مواد محددة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"755","6","الرابط","الرابط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"755","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"755","a","مصطلح الوصول","مصطلح الوصول","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"755","x","التقسيم الفرعي العام","التقسيم الفرعي العام","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"755","y","التقسيم الفرعي الزمني","التقسيم الفرعي الزمني","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"755","z","التقسيم الفرعي الجغرافي","التقسيم الفرعي الجغرافي","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"760","6","الرابط","الرابط","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","7","حقل فرعي للضبط","حقل فرعي للضبط","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","a","رأس المدخل الرئيسي","رأس المدخل الرئيسي","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","b","الطبعة","الطبعة","0","0","0","","7","","","","0","-1","BKA","","","","9999","0"
"760","c","معلومات تأهيلية","معلومات تأهيلية","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","d","الناشر و مكان و تاريخ النشر","الناشر و مكان و تاريخ النشر","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","g","معلومات ذات علاقة","معلومات ذات علاقة","1","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","h","الوصف المادي","الوصف المادي","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","i","نص العرض","نص العرض","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","m","التفاصيل المحددة للمادة","التفاصيل المحددة للمادة","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","n","ملاحظة","ملاحظة","1","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","o","محدد آخر للعنصر","محدد آخر للعنصر","1","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","q","عنوان موازى - [مهمل]","عنوان موازى - [مهمل]","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","s","عنوان موحد","عنوان موحد","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","t","العنوان","العنوان","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","w","رقم ضبط التسجيلة","رقم ضبط التسجيلة","1","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","x","الرقم الدولى المعيارى للدوريات","الرقم الدولى المعيارى للدوريات","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"760","y","تحديد الترميز","تحديد الترميز","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"762","6","الرابط","الرابط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","7","حقل فرعي للضبط","حقل فرعي للضبط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","a","رأس المدخل الرئيسي","رأس المدخل الرئيسي","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","b","الطبعة","الطبعة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","c","معلومات تأهيلية","معلومات تأهيلية","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","d","الناشر و مكان و تاريخ النشر","الناشر و مكان و تاريخ النشر","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","g","معلومات ذات علاقة","معلومات ذات علاقة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","h","الوصف المادي","الوصف المادي","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","i","نص العرض","نص العرض","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","m","التفاصيل المحددة للمادة","التفاصيل المحددة للمادة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","n","ملاحظة","ملاحظة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","o","محدد آخر للعنصر","محدد آخر للعنصر","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","q","عنوان موازى - [مهمل]","عنوان موازى - [مهمل]","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","s","عنوان موحد","عنوان موحد","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","t","العنوان","العنوان","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","w","رقم ضبط التسجيلة","رقم ضبط التسجيلة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","x","الرقم الدولى المعيارى للدوريات","الرقم الدولى المعيارى للدوريات","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"762","y","تحديد الترميز","تحديد الترميز","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","6","الرابط","الرابط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","7","حقل فرعي للضبط","حقل فرعي للضبط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","a","رأس المدخل الرئيسي","رأس المدخل الرئيسي","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","b","الطبعة","الطبعة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","c","معلومات تأهيلية","معلومات تأهيلية","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","d","الناشر و مكان و تاريخ النشر","الناشر و مكان و تاريخ النشر","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","g","معلومات ذات علاقة","معلومات ذات علاقة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","h","الوصف المادي","الوصف المادي","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","i","نص العرض","نص العرض","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","k","بيانات السلسلة للعنصر المرتبط","بيانات السلسلة للعنصر المرتبط","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","m","التفاصيل المحددة للمادة","التفاصيل المحددة للمادة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","n","ملاحظة","ملاحظة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","o","محدد آخر للعنصر","محدد آخر للعنصر","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","q","عنوان موازى - [مهمل]","عنوان موازى - [مهمل]","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","r","رقم التقرير","رقم التقرير","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","s","عنوان موحد","عنوان موحد","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","t","العنوان","العنوان","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","u","الرقم المعيارى للتقرير الفنى","الرقم المعيارى للتقرير الفنى","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","w","رقم ضبط التسجيلة","رقم ضبط التسجيلة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","x","الرقم الدولى المعيارى للدوريات","الرقم الدولى المعيارى للدوريات","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","y","تحديد الترميز","تحديد الترميز","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"765","z","الرقم الدولى المعيارى للكتاب","الرقم الدولى المعيارى للكتاب","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","6","الرابط","الرابط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","7","حقل فرعي للضبط","حقل فرعي للضبط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","a","رأس المدخل الرئيسي","رأس المدخل الرئيسي","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
