"tagfield","liblibrarian","libopac","repeatable","mandatory","important","authorised_value","ind1_defaultvalue","ind2_defaultvalue","frameworkcode"
"092","b","رقم المادة","رقم المادة","0","0","0","","0","","","","0","-6","BKA","","","","9999","0"
"092","e","عنوان الخاصية","عنوان الخاصية","0","0","0","","0","","","","0","-6","BKA","","","","9999","0"
"092","f","تسجيل لاحق","تسجيل لاحق","0","0","0","","0","","","","0","-6","BKA","","","","9999","0"
"096","a","رقم التصنيف","رقم التصنيف","0","0","0","","0","","","","0","-6","BKA","","","","9999","0"
"096","b","رقم المادة","رقم المادة","0","0","0","","0","","","","0","-6","BKA","","","","9999","0"
"096","e","عنوان الخاصية","عنوان الخاصية","0","0","0","","0","","","","0","-6","BKA","","","","9999","0"
"096","f","تسجيل لاحق","تسجيل لاحق","0","0","0","","0","","","","0","-6","BKA","","","","9999","0"
"098","a","رقم تصنيف بناء على نظم تصنيف أخرى","رقم تصنيف بناء على نظم تصنيف أخرى","0","0","0","","0","","","","0","-6","BKA","","","","9999","0"
"098","e","عنوان الخاصية","عنوان الخاصية","0","0","0","","0","","","","0","-6","BKA","","","","9999","0"
"098","f","تسجيل لاحق","تسجيل لاحق","0","0","0","","0","","","","0","-6","BKA","","","","9999","0"
"099","a","رقم التصنيف","رقم التصنيف","1","0","0","","0","","","","0","-6","BKA","","","","9999","0"
"099","e","عنوان الخاصية","عنوان الخاصية","0","0","0","","0","","","","0","-6","BKA","","","","9999","0"
"099","f","تسجيل لاحق","تسجيل لاحق","0","0","0","","0","","","","0","-6","BKA","","","","9999","0"
"100","4","رمز الرابط","رمز الرابط","1","0","0","","1","","","","0","0","BKA","","","","9999","0"
"100","6","الرابط","الرابط","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"100","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"100","9","9 (RLIN)","9 (RLIN)","0","0","0","","1","","","","0","-1","BKA","","","","9999","0"
"100","a","المدخل المعتمد","المدخل المعتمد","0","0","0","biblio.author","1","","PERSO_NAME","","0","0","BKA","","","","9999","0"
"100","b","الترقيم","الترقيم","0","0","0","","1","","","","0","-1","BKA","","","","9999","0"
"100","c","العنوان والكلمات الأخرى المصاحبة للاسم","العنوان والكلمات الأخرى المصاحبة للاسم","1","0","0","","1","","","","0","-1","BKA","","","","9999","0"
"100","d","تاريخ ميلاد و / أو وفاة","تاريخ ميلاد و / أو وفاة","0","0","0","","1","","","","0","0","BKA","","","","9999","0"
"100","f","تاريخ العمل","تاريخ العمل","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"100","g","معلومات متنوعة","معلومات متنوعة","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"100","j","مقيد النسب","مقيد النسب","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"100","k","الرأس الفرعي الشكلي","الرأس الفرعي الشكلي","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"100","l","لغة العمل","لغة العمل","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"100","n","رقم الجزء/قسم العمل","رقم الجزء/قسم العمل","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"100","p","اسم جزء/قسم العمل","اسم جزء/قسم العمل","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"100","q","الشكل الأكمل للاسم","الشكل الأكمل للاسم","0","0","0","","1","","","","0","0","BKA","","","","9999","0"
"100","t","عنوان العمل","عنوان العمل","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"100","u","الإنتساب","الإنتساب","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"110","4","رمز الرابط","رمز الرابط","1","0","0","","1","","","","0","0","BKA","","","","9999","0"
"110","6","الرابط","الرابط","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"110","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"110","9","9 (RLIN)","9 (RLIN)","0","0","0","","1","","","","0","0","BKA","","","","9999","0"
"110","a","اسم الهيئة أو الاسم الرسمي","اسم الهيئة أو الاسم الرسمي","0","0","0","","1","","CORPO_NAME","","0","0","BKA","","","","9999","0"
"110","b","الهيئة الفرعية","الهيئة الفرعية","1","0","0","","1","","","","0","0","BKA","","","","9999","0"
"110","c","مكان الهيئة","مكان الهيئة","1","0","0","","1","","","","0","0","BKA","","","","9999","0"
"110","d","تاريخ الملتقى (متكرر)","تاريخ الملتقى (متكرر)","1","0","0","","1","","","","0","0","BKA","","","","9999","0"
"110","e","الدور","الدور","1","0","0","","1","","","","0","0","BKA","","","","9999","0"
"110","f","تاريخ العمل","تاريخ العمل","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"110","g","معلومات متنوعة","معلومات متنوعة","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"110","k","الرأس الفرعي الشكلي","الرأس الفرعي الشكلي","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"110","l","لغة العمل","لغة العمل","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"110","n","رقم الملتقى","رقم الملتقى","0","0","0","","1","","","","0","0","BKA","","","","9999","0"
"110","p","اسم جزء/قسم العمل","اسم جزء/قسم العمل","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"110","t","عنوان العمل","عنوان العمل","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"110","u","الإنتساب","الإنتساب","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"111","4","رمز الرابط","رمز الرابط","1","0","0","","1","","","","0","-1","BKA","","","","9999","0"
"111","6","الرابط","الرابط","0","0","0","","1","","","","0","-1","BKA","","","","9999","0"
"111","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","1","","","","0","-1","BKA","","","","9999","0"
"111","9","9 (RLIN)","9 (RLIN)","0","0","0","","1","","","","0","-1","BKA","","","","9999","0"
"111","a","اسم المؤتمر أو اسم السلطة كمدخل","اسم المؤتمر أو اسم السلطة كمدخل","0","0","0","","1","","MEETI_NAME","","0","-1","BKA","","","","9999","0"
"111","b","رقم - [مهمل]","رقم - [مهمل]","0","0","0","","1","","","","0","-5","BKA","","","","9999","0"
"111","c","موقع المؤتمر","موقع المؤتمر","1","0","0","","1","","","","0","-1","BKA","","","","9999","0"
"111","d","تاريخ الاجتماع","تاريخ الاجتماع","0","0","0","","1","","","","0","-1","BKA","","","","9999","0"
"111","e","وحده ملحقة","وحده ملحقة","1","0","0","","1","","","","0","-1","BKA","","","","9999","0"
"111","f","تاريخ العمل","تاريخ العمل","0","0","0","","1","","","","0","-5","BKA","","","","9999","0"
"111","g","معلومات متنوعة","معلومات متنوعة","1","0","0","","1","","","","0","-5","BKA","","","","9999","0"
"111","j","الدور","الدور","1","0","0","","1","","","","0","-1","BKA","","","","9999","0"
"111","k","الرأس الفرعي الشكلي","الرأس الفرعي الشكلي","1","0","0","","1","","","","0","-5","BKA","","","","9999","0"
"111","l","لغة العمل","لغة العمل","0","0","0","","1","","","","0","-5","BKA","","","","9999","0"
"111","n","رقم جزء/قسم/الاجتماع","رقم جزء/قسم/الاجتماع","1","0","0","","1","","","","0","-5","BKA","","","","9999","0"
"111","p","اسم جزء/قسم العمل","اسم جزء/قسم العمل","1","0","0","","1","","","","0","-5","BKA","","","","9999","0"
"111","q","اسم المؤتمر تابعا اسم السلطة كمدخل","اسم المؤتمر تابعا اسم السلطة كمدخل","0","0","0","","1","","","","0","-5","BKA","","","","9999","0"
"111","t","عنوان العمل","عنوان العمل","0","0","0","","1","","","","0","-5","BKA","","","","9999","0"
"111","u","الإنتساب","الإنتساب","0","0","0","","1","","","","0","-5","BKA","","","","9999","0"
"130","6","الرابط","الرابط","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"130","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"130","9","9 (RLIN)","9 (RLIN)","0","0","0","","1","","","","0","-5","BKA","","","","9999","0"
"130","a","عنوان موحد","عنوان موحد","0","0","0","","1","","","","0","-1","BKA","","","","9999","0"
"130","d","تاريخ توقيع المعاهده","تاريخ توقيع المعاهده","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"130","f","تاريخ العمل","تاريخ العمل","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"130","g","معلومات متنوعة","معلومات متنوعة","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"130","h","الوسيط","الوسيط","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"130","k","الرأس الفرعي الشكلي","الرأس الفرعي الشكلي","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"130","l","لغة العمل","لغة العمل","0","0","0","","1","","","","0","-1","BKA","","","","9999","0"
"130","m","وسيط الاداء الصوتى","وسيط الاداء الصوتى","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"130","n","رقم الجزء/قسم العمل","رقم الجزء/قسم العمل","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"130","o","بيان التوزيع الصوتى","بيان التوزيع الصوتى","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"130","p","اسم جزء/قسم العمل","اسم جزء/قسم العمل","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"130","r","مفتاح للصوت","مفتاح للصوت","0","0","0","","1","","","","0","-1","BKA","","","","9999","0"
"130","s","النسخة","النسخة","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"130","t","عنوان العمل","عنوان العمل","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"140","6","الرابط","الرابط","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"140","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"140","9","9 (RLIN)","9 (RLIN)","0","0","0","","1","","","","0","-5","BKA","","","","9999","0"
"140","a","عنوان موحد (ربط التسجيلة)","عنوان موحد (ربط التسجيلة)","0","0","0","","1","","UNIF_TITLE","","0","-1","BKA","","","","9999","0"
"188","6","الرابط","الرابط","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"188","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","0","0","0","","1","","","","0","-6","BKA","","","","9999","0"
"188","9","9 (RLIN)","9 (RLIN)","0","0","0","","1","","","","0","0","BKA","","","","9999","0"
"188","a","العنوان الجامع","العنوان الجامع","0","0","0","","1","","SAME_TITLE","","0","0","BKA","","","","9999","0"
